HOME_TEAM_NAME,AWAY_TEAM_NAME,YEAR,FG_PCT_DIFF,FG3_PCT_DIFF,FT_PCT_DIFF,REB_DIFF,AST_DIFF,STL_DIFF,BLK_DIFF,TO_DIFF,PF_DIFF,PTS_DIFF,HOME_TEAM_WIN
Atlanta Hawks,Boston Celtics,2003,0.077,0.052,-0.11,16,4,-3,2,7,-1,5,1
Atlanta Hawks,Boston Celtics,2003,0.008,-0.027,0.35,8,3,0,-3,-2,6,11,1
Atlanta Hawks,Boston Celtics,2004,-0.076,0.246,0.05,0,-11,2,-7,-4,-9,4,1
Atlanta Hawks,Boston Celtics,2004,-0.183,-0.164,0.07,5,-10,2,-8,0,0,-16,0
Atlanta Hawks,Boston Celtics,2005,0.008,0.171,-0.01,13,1,-2,-2,1,-7,3,1
Atlanta Hawks,Boston Celtics,2005,-0.071,0.072,0.16,1,2,1,2,-1,7,-4,0
Atlanta Hawks,Boston Celtics,2006,0.041,-0.256,-0.07,1,7,4,3,-4,-5,4,1
Atlanta Hawks,Boston Celtics,2006,0.141,0,-0.01,12,3,-1,3,6,-5,8,1
Atlanta Hawks,Boston Celtics,2007,-0.04,-0.195,-0.27,2,3,-1,-1,2,1,-10,0
Atlanta Hawks,Boston Celtics,2007,0.03,0.203,-0.18,8,4,-1,2,1,-3,9,1
Atlanta Hawks,Boston Celtics,2007,0.066,-0.3,0.32,1,-10,-7,5,7,-2,5,1
Atlanta Hawks,Boston Celtics,2007,0.015,-0.068,-0.03,3,0,-1,1,3,-10,3,1
Atlanta Hawks,Boston Celtics,2008,-0.075,0.138,-0.08,-4,4,-3,-1,1,-2,-3,0
Atlanta Hawks,Boston Celtics,2008,-0.052,-0.117,-0.03,-1,-8,-1,3,-1,-8,-6,0
Atlanta Hawks,Boston Celtics,2009,0.086,0.125,-0.01,3,3,-1,-1,1,7,8,1
Atlanta Hawks,Boston Celtics,2009,0.055,0.15,-0.13,4,-3,4,-1,-2,3,9,1
Atlanta Hawks,Boston Celtics,2010,-0.187,-0.08,0.04,-20,-5,-1,-5,-3,-1,-23,0
Atlanta Hawks,Boston Celtics,2010,-0.079,-0.25,0.32,14,-8,-3,-4,4,-5,5,1
Atlanta Hawks,Boston Celtics,2011,-0.005,-0.042,-0.2,5,-6,-4,-4,1,-4,-3,0
Atlanta Hawks,Boston Celtics,2011,0.033,0.112,0.18,8,6,-5,6,7,-9,5,1
Atlanta Hawks,Boston Celtics,2011,0.018,0.35,-0.1,9,-5,-6,-2,7,-6,9,1
Atlanta Hawks,Boston Celtics,2011,-0.077,0.059,-0.04,-5,0,1,-1,-3,2,-7,0
Atlanta Hawks,Boston Celtics,2011,0.024,0.009,0.06,8,-3,-5,3,4,6,1,1
Atlanta Hawks,Boston Celtics,2012,-0.047,0.157,0.12,-8,-9,-3,0,6,4,-8,0
Atlanta Hawks,Boston Celtics,2012,-0.005,-0.035,-0.25,1,3,2,5,-9,-9,12,1
Atlanta Hawks,Boston Celtics,2013,-0.071,0,0.06,-9,5,5,-4,-9,12,-7,0
Atlanta Hawks,Boston Celtics,2013,0.086,-0.071,-0.06,4,5,0,2,0,-8,8,1
Atlanta Hawks,Boston Celtics,2014,0.036,-0.064,0.01,-11,3,-2,5,-5,-6,4,1
Atlanta Hawks,Boston Celtics,2015,0.148,0.071,0.09,10,10,-6,5,4,6,24,1
Atlanta Hawks,Boston Celtics,2015,0.079,0.122,0.15,4,5,0,4,2,1,11,1
Atlanta Hawks,Boston Celtics,2015,0.044,-0.122,-0.07,3,-4,-2,3,1,-12,1,1
Atlanta Hawks,Boston Celtics,2015,0.072,0.2,-0.04,6,4,2,5,1,1,17,1
Atlanta Hawks,Boston Celtics,2015,0.061,0.159,0.03,7,11,8,-3,-8,0,27,1
Atlanta Hawks,Boston Celtics,2016,-0.005,-0.019,0.12,0,0,-2,2,0,1,-2,0
Atlanta Hawks,Boston Celtics,2016,0.083,0.129,-0.08,14,-2,-2,0,5,1,7,1
Atlanta Hawks,Boston Celtics,2017,0,0.111,-0.02,-6,-4,5,1,1,1,-3,0
Atlanta Hawks,Boston Celtics,2017,-0.002,-0.096,0,-6,3,-2,-5,-2,-3,-11,0
Atlanta Hawks,Boston Celtics,2018,-0.03,-0.154,-0.12,-3,-9,-2,0,4,-3,-18,0
Atlanta Hawks,Boston Celtics,2018,-0.008,-0.082,0.01,6,9,-2,-2,5,2,-8,0
Atlanta Hawks,Boston Celtics,2019,-0.033,-0.014,0.02,-12,1,-1,1,2,-3,-8,0
Atlanta Hawks,Boston Celtics,2020,0.087,0.29,-0.05,9,7,-6,-1,11,7,15,1
Atlanta Hawks,Brooklyn Nets,2003,-0.097,-0.111,-0.1,1,-4,-4,0,2,-3,-15,0
Atlanta Hawks,Brooklyn Nets,2003,0.094,0.251,0.16,-3,4,6,4,-3,1,22,1
Atlanta Hawks,Brooklyn Nets,2004,0.065,-0.272,-0.26,11,0,-2,2,3,2,-5,0
Atlanta Hawks,Brooklyn Nets,2004,0.015,-0.122,0.05,14,3,-6,2,10,-2,-1,0
Atlanta Hawks,Brooklyn Nets,2005,0.05,0.212,-0.09,10,-4,-8,3,8,-2,2,1
Atlanta Hawks,Brooklyn Nets,2005,0.126,0.067,-0.2,-14,16,-1,6,0,9,-3,0
Atlanta Hawks,Brooklyn Nets,2006,-0.093,-0.284,0.37,5,-3,5,4,-3,1,-2,0
Atlanta Hawks,Brooklyn Nets,2007,0.007,-0.357,0.05,6,3,2,4,4,8,-6,0
Atlanta Hawks,Brooklyn Nets,2007,0.004,-0.286,0.06,6,0,3,2,-4,-4,12,1
Atlanta Hawks,Brooklyn Nets,2008,-0.09,-0.292,-0.08,-4,-1,-1,-1,-1,-4,-12,0
Atlanta Hawks,Brooklyn Nets,2008,0.114,-0.032,0.16,-2,5,4,1,-3,-1,17,1
Atlanta Hawks,Brooklyn Nets,2009,0.027,0.147,-0.02,13,9,3,-2,-1,-4,23,1
Atlanta Hawks,Brooklyn Nets,2009,0.155,0.36,0.15,10,9,-4,-5,3,7,30,1
Atlanta Hawks,Brooklyn Nets,2010,0.138,-0.063,-0.19,5,9,1,1,-1,1,15,1
Atlanta Hawks,Brooklyn Nets,2010,0.019,-0.009,-0.16,8,-2,4,0,1,-5,11,1
Atlanta Hawks,Brooklyn Nets,2011,0.018,-0.183,-0.22,-2,2,0,4,-1,-11,7,1
Atlanta Hawks,Brooklyn Nets,2011,0.068,0.093,0.03,-7,2,1,0,-3,1,9,1
Atlanta Hawks,Brooklyn Nets,2012,0.152,0.227,-0.35,4,16,-1,0,3,-1,14,1
Atlanta Hawks,Brooklyn Nets,2012,-0.018,0.017,0.01,1,0,-9,-4,8,5,-13,0
Atlanta Hawks,Brooklyn Nets,2013,-0.088,-0.273,0.29,-12,-12,3,3,-2,-9,-17,0
Atlanta Hawks,Brooklyn Nets,2014,0.015,-0.011,0.13,10,3,-2,-1,3,-2,11,1
Atlanta Hawks,Brooklyn Nets,2014,0.11,0.08,0.19,-5,18,8,2,-9,1,32,1
Atlanta Hawks,Brooklyn Nets,2014,-0.026,0.083,0.27,-8,1,3,3,-3,2,7,1
Atlanta Hawks,Brooklyn Nets,2014,-0.06,0.079,0.02,-8,4,5,2,-8,-3,5,1
Atlanta Hawks,Brooklyn Nets,2014,0.008,-0.061,-0.17,8,5,4,-1,-1,-10,10,1
Atlanta Hawks,Brooklyn Nets,2015,0.053,0.126,0.02,-9,3,6,6,-6,-2,14,1
Atlanta Hawks,Brooklyn Nets,2015,0.121,-0.024,0.12,4,12,9,2,-7,3,28,1
Atlanta Hawks,Brooklyn Nets,2016,-0.031,-0.133,-0.05,7,-9,5,-4,-7,-3,5,1
Atlanta Hawks,Brooklyn Nets,2016,-0.095,-0.088,-0.24,8,-5,-3,-4,3,-6,-15,0
Atlanta Hawks,Brooklyn Nets,2017,-0.116,-0.117,-0.09,-14,-11,2,-4,-4,-9,-20,0
Atlanta Hawks,Brooklyn Nets,2017,0.003,0.011,0.12,3,-8,-2,2,4,1,-5,0
Atlanta Hawks,Brooklyn Nets,2018,-0.013,-0.146,0.2,3,1,0,-1,-4,14,-2,0
Atlanta Hawks,Brooklyn Nets,2019,0.038,-0.106,-0.27,-18,-2,0,3,1,-1,-12,0
Atlanta Hawks,Brooklyn Nets,2019,0.058,0.096,-0.03,14,2,3,-4,-3,-4,23,1
Atlanta Hawks,Brooklyn Nets,2020,-0.052,0.05,0.04,1,0,-4,-3,0,-7,-4,0
Atlanta Hawks,Charlotte Hornets,2004,0.063,0.015,0.2,20,0,-7,6,9,-1,8,1
Atlanta Hawks,Charlotte Hornets,2004,-0.016,-0.169,0.04,9,7,-5,-3,4,5,-5,0
Atlanta Hawks,Charlotte Hornets,2005,0.008,0.223,0.33,2,-10,-2,-1,4,-2,4,1
Atlanta Hawks,Charlotte Hornets,2005,-0.022,-0.151,-0.05,7,7,-1,-3,1,7,-3,0
Atlanta Hawks,Charlotte Hornets,2005,-0.019,-0.044,0,-2,3,-3,-4,3,6,-6,0
Atlanta Hawks,Charlotte Hornets,2006,0.062,-0.169,0.02,-5,2,-1,-1,-3,-3,11,1
Atlanta Hawks,Charlotte Hornets,2006,0.108,0.129,0.21,8,0,-4,8,10,5,9,1
Atlanta Hawks,Charlotte Hornets,2006,-0.076,-0.235,0.07,-16,-7,2,-1,-3,-5,-21,0
Atlanta Hawks,Charlotte Hornets,2007,0.018,0.064,0.13,-10,-3,5,5,1,-3,5,1
Atlanta Hawks,Charlotte Hornets,2007,0.103,0,0.11,9,10,-2,3,3,-2,8,1
Atlanta Hawks,Charlotte Hornets,2007,0,0.131,0.14,-4,6,5,2,-6,-6,9,1
Atlanta Hawks,Charlotte Hornets,2008,0.077,-0.008,-0.08,-6,-9,-2,4,5,1,1,1
Atlanta Hawks,Charlotte Hornets,2008,0.023,0.017,0.1,6,4,-2,0,6,-4,5,1
Atlanta Hawks,Charlotte Hornets,2008,0.067,-0.163,-0.16,14,3,-1,6,3,0,4,1
Atlanta Hawks,Charlotte Hornets,2009,0.061,0.295,-0.08,-3,2,8,0,-9,1,17,1
Atlanta Hawks,Charlotte Hornets,2009,0.048,0.063,0.27,-2,9,1,-2,-5,6,14,1
Atlanta Hawks,Charlotte Hornets,2009,-0.034,-0.025,0.17,2,-1,1,-1,1,-2,1,1
Atlanta Hawks,Charlotte Hornets,2010,0.083,0.097,0.07,-6,6,-4,5,7,5,5,1
Atlanta Hawks,Charlotte Hornets,2010,-0.021,-0.046,0.02,-4,2,2,-6,-3,2,-2,0
Atlanta Hawks,Charlotte Hornets,2011,0.007,-0.119,0.22,20,2,3,1,0,-2,17,1
Atlanta Hawks,Charlotte Hornets,2011,0.044,0.191,-0.13,25,8,5,-2,-3,-3,30,1
Atlanta Hawks,Charlotte Hornets,2011,0.11,0.117,0.09,2,10,4,-1,-7,6,27,1
Atlanta Hawks,Charlotte Hornets,2012,0.005,-0.125,-0.16,-1,10,3,2,-7,-3,3,1
Atlanta Hawks,Charlotte Hornets,2012,0.143,0.197,-0.23,10,6,2,2,-1,-4,23,1
Atlanta Hawks,Charlotte Hornets,2013,-0.026,0.025,0.09,-3,3,2,2,2,-11,2,1
Atlanta Hawks,Charlotte Hornets,2013,-0.008,0.027,0.13,-9,0,3,1,-3,1,-2,0
Atlanta Hawks,Charlotte Hornets,2014,0.006,-0.084,-0.02,-12,-4,3,-2,-4,-10,3,1
Atlanta Hawks,Charlotte Hornets,2014,0.203,0.305,0.06,6,11,5,1,0,1,30,1
Atlanta Hawks,Charlotte Hornets,2014,0.139,0.09,0.08,-2,10,2,1,0,3,24,1
Atlanta Hawks,Charlotte Hornets,2015,0.025,-0.052,0,-9,0,2,-2,-3,-3,3,1
Atlanta Hawks,Charlotte Hornets,2015,0.161,0.252,-0.05,7,13,-3,1,9,7,11,1
Atlanta Hawks,Charlotte Hornets,2016,-0.024,-0.059,-0.13,4,0,-4,-1,0,1,-8,0
Atlanta Hawks,Charlotte Hornets,2016,0.189,0.129,-0.01,10,14,-5,3,3,0,27,1
Atlanta Hawks,Charlotte Hornets,2017,-0.005,-0.156,0.13,-13,-3,-1,3,-1,-5,-13,0
Atlanta Hawks,Charlotte Hornets,2017,-0.062,-0.071,-0.02,1,0,2,-1,1,6,-12,0
Atlanta Hawks,Charlotte Hornets,2018,0.086,0.01,-0.09,-1,4,-3,5,5,8,1,1
Atlanta Hawks,Charlotte Hornets,2018,-0.01,-0.028,-0.04,-1,-4,-2,-4,5,1,-9,0
Atlanta Hawks,Charlotte Hornets,2019,0.081,0.092,-0.32,18,2,-8,-1,12,4,5,1
Atlanta Hawks,Charlotte Hornets,2020,-0.001,-0.131,0.01,8,3,-5,-6,4,11,-8,0
Atlanta Hawks,Chicago Bulls,2003,0.068,0.127,0.17,4,0,1,1,4,0,10,1
Atlanta Hawks,Chicago Bulls,2003,-0.011,0.178,0.1,4,2,3,0,4,-2,9,1
Atlanta Hawks,Chicago Bulls,2004,-0.162,-0.341,-0.04,6,-11,-2,-2,1,-4,-25,0
Atlanta Hawks,Chicago Bulls,2004,-0.017,-0.073,-0.19,5,1,0,0,2,9,-9,0
Atlanta Hawks,Chicago Bulls,2005,-0.061,0.078,-0.05,-2,3,3,1,-6,0,-5,0
Atlanta Hawks,Chicago Bulls,2005,-0.033,-0.146,0.09,-1,4,1,2,4,1,-6,0
Atlanta Hawks,Chicago Bulls,2006,0.002,-0.215,-0.07,-6,6,6,0,-3,12,-2,0
Atlanta Hawks,Chicago Bulls,2006,-0.009,0.042,0.04,2,-2,-3,2,6,2,-8,0
Atlanta Hawks,Chicago Bulls,2007,0.119,0.394,0.13,14,1,5,6,6,7,21,1
Atlanta Hawks,Chicago Bulls,2007,-0.021,-0.071,0.02,10,-10,1,-1,-3,-8,3,1
Atlanta Hawks,Chicago Bulls,2008,0.013,-0.126,0.12,10,10,1,-2,-3,0,12,1
Atlanta Hawks,Chicago Bulls,2009,0.136,0.042,-0.1,3,15,8,1,-11,0,35,1
Atlanta Hawks,Chicago Bulls,2009,0.009,0.444,-0.3,4,6,2,-1,-6,11,10,1
Atlanta Hawks,Chicago Bulls,2010,-0.009,0.067,0.09,-6,-5,4,-3,-3,-1,3,1
Atlanta Hawks,Chicago Bulls,2010,-0.091,0.277,0,-14,-14,1,3,2,1,-33,0
Atlanta Hawks,Chicago Bulls,2010,0.003,-0.333,-0.23,-13,0,-3,-5,-1,-5,-17,0
Atlanta Hawks,Chicago Bulls,2010,0.084,0.176,0.02,-1,4,0,-3,2,-1,12,1
Atlanta Hawks,Chicago Bulls,2010,-0.167,-0.14,-0.08,0,-20,1,-3,2,-10,-20,0
Atlanta Hawks,Chicago Bulls,2011,0.127,0.321,0.2,-12,11,8,3,-6,7,15,1
Atlanta Hawks,Chicago Bulls,2011,-0.069,-0.269,0.24,-9,-6,-3,1,4,3,-21,0
Atlanta Hawks,Chicago Bulls,2012,0.073,0.011,0.15,14,4,-3,1,1,-5,17,1
Atlanta Hawks,Chicago Bulls,2012,-0.017,-0.084,-0.16,-8,-9,-9,2,7,-2,-17,0
Atlanta Hawks,Chicago Bulls,2013,0.032,0.091,-0.05,-6,-3,-4,0,4,7,-4,0
Atlanta Hawks,Chicago Bulls,2013,-0.069,-0.147,-0.1,2,-3,-6,0,3,-2,-13,0
Atlanta Hawks,Chicago Bulls,2014,0.058,0.126,0.11,-17,8,7,1,-5,0,7,1
Atlanta Hawks,Chicago Bulls,2015,0.087,0.028,-0.04,-6,17,8,7,-6,9,15,1
Atlanta Hawks,Chicago Bulls,2015,0.052,-0.044,0.06,-1,9,11,9,-9,1,15,1
Atlanta Hawks,Chicago Bulls,2016,0.055,0.117,0.05,17,0,-6,4,8,-1,8,1
Atlanta Hawks,Chicago Bulls,2016,0.056,0.159,-0.16,-1,5,4,-2,-5,2,9,1
Atlanta Hawks,Chicago Bulls,2017,-0.12,-0.209,-0.2,-3,-4,-3,3,-3,-2,-16,0
Atlanta Hawks,Chicago Bulls,2017,0.022,0.016,0.02,-5,1,-8,1,10,-10,-7,0
Atlanta Hawks,Chicago Bulls,2018,-0.113,-0.064,0.02,-4,-5,-5,2,2,-8,-12,0
Atlanta Hawks,Chicago Bulls,2018,0.025,-0.071,-0.05,-3,3,1,3,4,4,-7,0
Atlanta Hawks,Chicago Bulls,2019,-0.095,-0.194,0.1,-2,-8,-4,-6,7,-4,-20,0
Atlanta Hawks,Chicago Bulls,2020,0.083,-0.135,-0.1,3,0,1,3,-4,-3,12,1
Atlanta Hawks,Chicago Bulls,2020,0.029,0.139,0.12,5,-3,0,5,1,-1,11,1
Atlanta Hawks,Cleveland Cavaliers,2003,-0.088,0.179,0.18,3,-3,-3,-6,-1,2,-3,0
Atlanta Hawks,Cleveland Cavaliers,2003,0.117,-0.371,0.09,-9,4,1,1,-2,4,9,1
Atlanta Hawks,Cleveland Cavaliers,2003,-0.088,0.292,0.14,2,-2,-2,-7,0,6,-6,0
Atlanta Hawks,Cleveland Cavaliers,2004,-0.032,-0.159,-0.2,-6,1,0,-3,0,2,-14,0
Atlanta Hawks,Cleveland Cavaliers,2004,0.051,-0.223,-0.18,-4,1,0,3,5,2,-9,0
Atlanta Hawks,Cleveland Cavaliers,2005,0.044,-0.015,-0.02,-3,4,-4,1,0,13,-9,0
Atlanta Hawks,Cleveland Cavaliers,2006,-0.075,-0.13,0.2,-10,-5,0,0,-4,3,-11,0
Atlanta Hawks,Cleveland Cavaliers,2006,-0.044,-0.324,-0.02,-6,3,3,-4,3,5,-13,0
Atlanta Hawks,Cleveland Cavaliers,2007,0.094,-0.286,0.03,-2,5,-3,3,0,-8,9,1
Atlanta Hawks,Cleveland Cavaliers,2007,-0.011,-0.198,-0.01,-6,-4,-6,-3,4,-6,-5,0
Atlanta Hawks,Cleveland Cavaliers,2008,0.061,0.059,-0.04,6,-3,-6,2,7,-5,5,1
Atlanta Hawks,Cleveland Cavaliers,2008,-0.027,0,0.04,1,-7,-2,4,0,-2,-1,0
Atlanta Hawks,Cleveland Cavaliers,2008,-0.06,0.116,-0.08,-23,4,4,2,-3,10,-15,0
Atlanta Hawks,Cleveland Cavaliers,2008,-0.114,-0.402,0.33,-15,-9,1,-3,-7,-6,-10,0
Atlanta Hawks,Cleveland Cavaliers,2009,-0.051,0.106,-0.12,-13,-2,0,2,-2,-2,-11,0
Atlanta Hawks,Cleveland Cavaliers,2009,0.119,0.111,0.09,7,8,-2,0,5,4,16,1
Atlanta Hawks,Cleveland Cavaliers,2010,0.086,0.137,-0.25,5,7,3,0,-3,3,14,1
Atlanta Hawks,Cleveland Cavaliers,2011,0.068,0.108,0.05,3,13,5,0,-8,-2,27,1
Atlanta Hawks,Cleveland Cavaliers,2011,-0.064,0.084,0.15,-16,0,7,3,-12,4,1,1
Atlanta Hawks,Cleveland Cavaliers,2012,0.005,0.165,-0.23,-21,4,4,2,-6,-7,-2,0
Atlanta Hawks,Cleveland Cavaliers,2012,-0.049,0.05,0.13,-7,-3,-1,2,-3,-7,8,1
Atlanta Hawks,Cleveland Cavaliers,2013,0.112,0.098,0.08,3,12,2,1,1,7,19,1
Atlanta Hawks,Cleveland Cavaliers,2013,0.189,0.21,-0.04,4,19,-12,0,10,-1,19,1
Atlanta Hawks,Cleveland Cavaliers,2014,0.066,-0.074,0.06,2,0,3,3,-3,-5,8,1
Atlanta Hawks,Cleveland Cavaliers,2014,0.092,-0.056,0.03,1,9,3,-2,-5,8,9,1
Atlanta Hawks,Cleveland Cavaliers,2014,0.002,-0.211,0.09,-12,-1,2,-1,0,2,-8,0
Atlanta Hawks,Cleveland Cavaliers,2014,-0.016,-0.169,0.15,-8,-2,1,-1,-1,5,-12,0
Atlanta Hawks,Cleveland Cavaliers,2015,0.002,-0.016,0.23,-9,-2,-4,2,3,4,-2,0
Atlanta Hawks,Cleveland Cavaliers,2015,-0.006,-0.067,0.24,-27,3,-1,6,-4,0,-13,0
Atlanta Hawks,Cleveland Cavaliers,2015,0.05,-0.142,0.09,1,-1,4,0,-3,2,-1,0
Atlanta Hawks,Cleveland Cavaliers,2016,0.066,-0.195,-0.17,3,3,2,2,-1,-6,6,1
Atlanta Hawks,Cleveland Cavaliers,2016,-0.009,-0.158,-0.07,10,-1,0,-1,-2,-9,-5,0
Atlanta Hawks,Cleveland Cavaliers,2016,0.009,-0.123,-0.02,-8,3,4,1,-2,-5,1,1
Atlanta Hawks,Cleveland Cavaliers,2017,0,-0.075,0.05,-11,-6,0,-1,-2,0,-7,0
Atlanta Hawks,Cleveland Cavaliers,2017,-0.089,-0.065,0.22,-1,-11,-4,0,3,1,-16,0
Atlanta Hawks,Cleveland Cavaliers,2018,-0.032,0.053,-0.19,9,0,-2,2,1,2,3,1
Atlanta Hawks,Cleveland Cavaliers,2020,-0.006,0.103,-0.23,2,3,-1,3,5,-1,-5,0
Atlanta Hawks,Cleveland Cavaliers,2020,0.068,0.147,0.4,15,2,0,1,2,3,18,1
Atlanta Hawks,Dallas Mavericks,2003,0.042,0.008,0.01,2,3,0,1,2,-10,6,1
Atlanta Hawks,Dallas Mavericks,2004,0.095,-0.161,-0.23,8,8,4,-1,-9,-1,13,1
Atlanta Hawks,Dallas Mavericks,2005,-0.092,-0.125,-0.16,6,0,-4,0,6,4,-15,0
Atlanta Hawks,Dallas Mavericks,2006,-0.117,-0.205,-0.01,-1,-8,-1,-1,-2,-10,-7,0
Atlanta Hawks,Dallas Mavericks,2007,0.018,0.1,0.01,14,6,2,-6,5,-2,7,1
Atlanta Hawks,Dallas Mavericks,2008,0.051,0.159,0.01,-11,2,1,2,0,-1,8,1
Atlanta Hawks,Dallas Mavericks,2009,-0.122,0.013,0.13,-9,-5,5,-1,-6,-7,-8,0
Atlanta Hawks,Dallas Mavericks,2010,0.005,-0.182,-0.08,-3,1,3,3,-1,6,-5,0
Atlanta Hawks,Dallas Mavericks,2011,0.106,0,0,1,8,-1,0,-3,6,17,1
Atlanta Hawks,Dallas Mavericks,2012,0.087,0.081,-0.1,9,7,-4,3,2,-2,16,1
Atlanta Hawks,Dallas Mavericks,2012,-0.013,-0.21,-0.14,-8,-7,0,-1,3,-5,-14,0
Atlanta Hawks,Dallas Mavericks,2013,0.048,-0.175,-0.18,-1,2,1,0,-2,-5,1,1
Atlanta Hawks,Dallas Mavericks,2014,0.034,0.21,0.03,-3,8,7,-1,-4,0,17,1
Atlanta Hawks,Dallas Mavericks,2015,0.16,0.131,0,13,15,-3,4,9,7,15,1
Atlanta Hawks,Dallas Mavericks,2016,0.108,0.052,-0.1,1,2,2,-1,2,-1,5,1
Atlanta Hawks,Dallas Mavericks,2017,-0.106,-0.063,-0.06,-7,-7,0,-3,0,-17,-14,0
Atlanta Hawks,Dallas Mavericks,2017,0.054,0.144,0.02,8,-2,-3,-1,5,2,5,1
Atlanta Hawks,Dallas Mavericks,2018,-0.011,0.095,0.09,2,3,-1,-3,-2,-1,7,1
Atlanta Hawks,Dallas Mavericks,2019,-0.01,-0.102,-0.03,5,4,4,-6,-6,-1,4,1
Atlanta Hawks,Dallas Mavericks,2020,0.038,0.043,-0.21,1,4,-2,-3,6,1,-6,0
Atlanta Hawks,Denver Nuggets,2003,0.148,-0.229,-0.22,9,17,2,3,-4,-2,14,1
Atlanta Hawks,Denver Nuggets,2004,0.003,-0.073,0.05,-5,-1,-3,-4,2,0,-4,0
Atlanta Hawks,Denver Nuggets,2005,-0.031,0.211,0.13,1,3,-3,2,-2,6,3,1
Atlanta Hawks,Denver Nuggets,2006,-0.086,-0.158,-0.06,-10,-10,4,2,-4,-2,-13,0
Atlanta Hawks,Denver Nuggets,2007,0.119,-0.082,0.11,-6,11,2,1,-4,0,11,1
Atlanta Hawks,Denver Nuggets,2008,0.032,0.189,0.14,17,7,-8,2,5,-2,18,1
Atlanta Hawks,Denver Nuggets,2009,0.107,0.221,0.07,8,13,-1,5,-2,9,25,1
Atlanta Hawks,Denver Nuggets,2010,-0.119,-0.237,0.07,-8,-2,2,0,-4,2,-15,0
Atlanta Hawks,Denver Nuggets,2012,-0.039,-0.048,0,7,0,3,1,-6,-6,4,1
Atlanta Hawks,Denver Nuggets,2013,-0.003,0.118,-0.05,-16,-2,5,-2,-7,-7,5,1
Atlanta Hawks,Denver Nuggets,2014,0.048,0.199,-0.03,-9,1,0,0,-2,-7,12,1
Atlanta Hawks,Denver Nuggets,2015,0.052,0.189,0.04,1,10,-1,4,-2,-6,18,1
Atlanta Hawks,Denver Nuggets,2016,0.105,0.001,0.21,-1,6,-2,0,0,-2,11,1
Atlanta Hawks,Denver Nuggets,2017,-0.046,0.224,0.26,-3,-2,-1,0,1,9,-5,0
Atlanta Hawks,Denver Nuggets,2018,0.059,0.107,-0.12,3,5,-2,7,3,7,8,1
Atlanta Hawks,Denver Nuggets,2019,-0.056,0.129,0.1,-7,-3,-1,-1,6,-1,-8,0
Atlanta Hawks,Denver Nuggets,2020,0.007,-0.091,0.01,11,4,-2,1,-2,-4,8,1
Atlanta Hawks,Detroit Pistons,2003,0.013,0.085,0.15,6,-2,-6,5,8,5,-5,0
Atlanta Hawks,Detroit Pistons,2003,0.023,0.041,-0.07,0,0,0,0,3,4,-3,0
Atlanta Hawks,Detroit Pistons,2004,0.023,-0.224,0.16,-3,-2,1,-3,-1,9,-6,0
Atlanta Hawks,Detroit Pistons,2004,-0.227,-0.3,0.17,-7,-8,-3,-3,-2,6,-27,0
Atlanta Hawks,Detroit Pistons,2005,-0.201,-0.214,0.15,-5,-13,1,-7,-4,-5,-28,0
Atlanta Hawks,Detroit Pistons,2005,0.029,0.131,0.01,9,1,-2,-5,3,6,1,1
Atlanta Hawks,Detroit Pistons,2006,0.068,0.089,-0.05,4,5,3,1,4,0,6,1
Atlanta Hawks,Detroit Pistons,2007,-0.087,-0.267,-0.04,-6,-10,0,-8,0,-5,-11,0
Atlanta Hawks,Detroit Pistons,2007,-0.034,-0.153,0.22,13,3,-8,-2,6,1,-4,0
Atlanta Hawks,Detroit Pistons,2008,-0.048,0.144,-0.03,6,0,1,0,2,-6,7,1
Atlanta Hawks,Detroit Pistons,2008,0.024,-0.047,-0.03,-2,-1,2,0,-5,-5,4,1
Atlanta Hawks,Detroit Pistons,2009,0.137,0.143,0.03,-2,17,3,3,1,7,13,1
Atlanta Hawks,Detroit Pistons,2009,0.103,0.11,-0.13,16,4,-6,2,8,-2,6,1
Atlanta Hawks,Detroit Pistons,2010,0.137,0.038,0.16,-3,4,-4,1,5,-8,9,1
Atlanta Hawks,Detroit Pistons,2010,0.029,0.134,-0.02,5,2,3,2,-2,-9,8,1
Atlanta Hawks,Detroit Pistons,2011,0.007,-0.2,0.02,4,14,5,-3,-4,-10,5,1
Atlanta Hawks,Detroit Pistons,2011,0.146,0.006,0.15,-2,10,7,0,-7,-2,32,1
Atlanta Hawks,Detroit Pistons,2012,0.029,-0.186,0.14,-15,14,6,1,-7,-5,7,1
Atlanta Hawks,Detroit Pistons,2013,0.105,-0.006,-0.04,-5,6,-2,3,6,-9,8,1
Atlanta Hawks,Detroit Pistons,2013,-0.048,-0.096,0.06,-5,12,-4,1,1,3,-7,0
Atlanta Hawks,Detroit Pistons,2014,-0.04,0.026,-0.06,-4,0,-3,-3,-4,-2,-4,0
Atlanta Hawks,Detroit Pistons,2014,0.102,0.018,-0.27,1,8,1,2,-3,-2,10,1
Atlanta Hawks,Detroit Pistons,2014,0.086,0.043,0.13,-19,14,2,-1,-8,2,11,1
Atlanta Hawks,Detroit Pistons,2015,0.066,-0.118,0.03,-19,-1,4,1,0,10,-12,0
Atlanta Hawks,Detroit Pistons,2015,0.056,-0.033,0.23,-4,7,1,-5,-1,5,7,1
Atlanta Hawks,Detroit Pistons,2016,0.009,0.143,-0.13,-5,3,1,2,0,12,-5,0
