GAME_DATE_EST,GAME_ID,HOME_TEAM,VISITOR_TEAM,SEASON,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
11/17/2021,22100213,Charlotte Hornets,Washington Wizards,2021,97,0.438,0.5,0.313,30,59,87,0.367,0.813,0.19,23,48,1
11/17/2021,22100214,Detroit Pistons,Indiana Pacers,2021,97,0.425,0.75,0.286,16,42,89,0.418,0.737,0.243,14,43,1
11/17/2021,22100215,Atlanta Hawks,Boston Celtics,2021,110,0.506,0.833,0.351,28,40,99,0.44,0.824,0.268,24,42,1
11/17/2021,22100216,Brooklyn Nets,Cleveland Cavaliers,2021,109,0.458,0.84,0.375,29,47,99,0.393,0.857,0.25,20,50,1
11/17/2021,22100217,Miami Heat,New Orleans Pelicans,2021,113,0.483,0.824,0.375,29,39,98,0.44,0.786,0.286,18,38,1
11/17/2021,22100218,New York Knicks,Orlando Magic,2021,98,0.42,0.667,0.327,25,45,104,0.406,0.833,0.289,20,51,0
11/17/2021,22100219,Milwaukee Bucks,Los Angeles Lakers,2021,109,0.46,0.708,0.324,22,52,102,0.417,0.833,0.279,24,48,1
11/17/2021,22100220,Minnesota Timberwolves,Sacramento Kings,2021,107,0.5,0.833,0.278,20,35,97,0.366,0.76,0.263,19,47,1
11/17/2021,22100221,Oklahoma City Thunder,Houston Rockets,2021,101,0.446,0.563,0.256,18,56,89,0.356,0.684,0.286,16,46,1
11/17/2021,22100222,Phoenix Suns,Dallas Mavericks,2021,105,0.441,0.714,0.333,27,49,98,0.413,1,0.5,28,50,1
11/17/2021,22100223,Portland Trail Blazers,Chicago Bulls,2021,112,0.44,0.964,0.355,26,44,107,0.47,0.8,0.448,23,36,1
11/16/2021,22100210,Brooklyn Nets,Golden State Warriors,2021,99,0.386,0.778,0.278,21,38,117,0.519,0.786,0.325,25,53,0
11/16/2021,22100211,Utah Jazz,Philadelphia 76ers,2021,120,0.517,0.632,0.421,27,56,85,0.367,0.765,0.207,19,42,1
11/16/2021,22100212,Los Angeles Clippers,San Antonio Spurs,2021,106,0.435,0.909,0.316,16,52,92,0.432,0.714,0.227,26,41,1
11/15/2021,22100199,Cleveland Cavaliers,Boston Celtics,2021,92,0.386,0.75,0.4,18,42,98,0.462,0.8,0.345,23,46,0
11/15/2021,22100200,Detroit Pistons,Sacramento Kings,2021,107,0.406,0.941,0.277,23,47,129,0.531,0.818,0.485,32,47,0
11/15/2021,22100201,Washington Wizards,New Orleans Pelicans,2021,105,0.464,0.68,0.357,23,42,100,0.405,0.853,0.524,20,45,1
11/15/2021,22100202,Atlanta Hawks,Orlando Magic,2021,129,0.553,0.656,0.467,32,46,111,0.453,0.643,0.372,30,41,1
11/15/2021,22100203,New York Knicks,Indiana Pacers,2021,92,0.43,0.7,0.324,22,46,84,0.372,0.75,0.216,16,44,1
11/15/2021,22100204,Dallas Mavericks,Denver Nuggets,2021,111,0.5,0.7,0.389,30,44,101,0.476,0.706,0.281,20,46,1
11/15/2021,22100205,Memphis Grizzlies,Houston Rockets,2021,136,0.542,0.8,0.39,33,49,102,0.379,0.731,0.289,24,46,1
11/15/2021,22100206,Minnesota Timberwolves,Phoenix Suns,2021,96,0.365,0.778,0.295,18,54,99,0.376,0.778,0.226,21,52,0
11/15/2021,22100207,Oklahoma City Thunder,Miami Heat,2021,90,0.41,0.7,0.366,26,42,103,0.451,0.846,0.45,22,45,0
11/15/2021,22100208,Portland Trail Blazers,Toronto Raptors,2021,118,0.561,0.714,0.444,25,39,113,0.461,0.889,0.455,20,39,1
11/15/2021,22100209,Los Angeles Lakers,Chicago Bulls,2021,103,0.456,0.806,0.188,19,43,121,0.551,0.727,0.441,31,36,0
11/14/2021,22100192,Los Angeles Lakers,San Antonio Spurs,2021,114,0.518,0.765,0.484,28,46,106,0.444,0.667,0.444,28,43,1
11/14/2021,22100193,Atlanta Hawks,Milwaukee Bucks,2021,120,0.485,0.846,0.429,21,51,100,0.452,0.625,0.341,24,30,1
11/14/2021,22100194,Charlotte Hornets,Golden State Warriors,2021,106,0.477,0.667,0.389,23,39,102,0.422,0.68,0.231,31,49,1
11/14/2021,22100195,Houston Rockets,Phoenix Suns,2021,89,0.412,0.667,0.219,19,48,115,0.433,0.85,0.35,19,52,0
11/14/2021,22100196,Oklahoma City Thunder,Brooklyn Nets,2021,96,0.4,0.909,0.311,20,44,120,0.5,0.952,0.419,31,44,0
11/14/2021,22100197,Denver Nuggets,Portland Trail Blazers,2021,124,0.522,0.786,0.475,29,49,95,0.438,0.923,0.333,22,36,1
11/14/2021,22100198,Los Angeles Clippers,Chicago Bulls,2021,90,0.358,1,0.324,16,44,100,0.442,0.929,0.379,19,45,0
11/13/2021,22100185,Utah Jazz,Miami Heat,2021,105,0.412,0.72,0.321,23,38,111,0.494,0.875,0.394,23,48,0
11/13/2021,22100186,Indiana Pacers,Philadelphia 76ers,2021,118,0.573,0.667,0.5,33,37,113,0.427,0.862,0.522,16,46,1
11/13/2021,22100187,Orlando Magic,Washington Wizards,2021,92,0.337,0.85,0.325,21,44,104,0.5,0.8,0.343,29,48,0
11/13/2021,22100188,New Orleans Pelicans,Memphis Grizzlies,2021,112,0.481,0.88,0.483,29,37,101,0.432,0.81,0.333,21,39,1
11/13/2021,22100189,Toronto Raptors,Detroit Pistons,2021,121,0.506,0.645,0.382,21,39,127,0.544,0.867,0.429,34,34,0
11/13/2021,22100190,Cleveland Cavaliers,Boston Celtics,2021,91,0.383,0.864,0.263,17,39,89,0.423,0.944,0.261,20,47,1
11/13/2021,22100191,Los Angeles Clippers,Minnesota Timberwolves,2021,129,0.535,0.778,0.4,35,57,102,0.392,0.688,0.306,25,41,1
11/12/2021,22100174,Charlotte Hornets,New York Knicks,2021,104,0.433,0.667,0.278,25,49,96,0.387,0.611,0.371,17,51,1
11/12/2021,22100175,Boston Celtics,Milwaukee Bucks,2021,122,0.49,0.889,0.293,22,53,113,0.449,0.818,0.34,23,39,1
11/12/2021,22100176,Cleveland Cavaliers,Detroit Pistons,2021,98,0.476,0.667,0.341,27,40,78,0.367,0.846,0.3,18,43,1
11/12/2021,22100177,Houston Rockets,Portland Trail Blazers,2021,92,0.4,0.63,0.219,13,49,104,0.391,0.806,0.306,21,52,0
11/12/2021,22100178,Memphis Grizzlies,Phoenix Suns,2021,94,0.378,0.565,0.212,19,59,119,0.489,1,0.486,28,46,0
11/12/2021,22100179,New Orleans Pelicans,Brooklyn Nets,2021,112,0.489,0.813,0.406,26,43,120,0.5,0.741,0.529,27,34,0
11/12/2021,22100180,Oklahoma City Thunder,Sacramento Kings,2021,105,0.424,0.733,0.333,13,52,103,0.4,0.765,0.341,20,49,1
11/12/2021,22100181,San Antonio Spurs,Dallas Mavericks,2021,109,0.488,0.7,0.433,30,41,123,0.46,0.684,0.4,30,48,0
11/12/2021,22100182,Denver Nuggets,Atlanta Hawks,2021,105,0.444,0.75,0.286,26,49,96,0.409,0.714,0.179,20,50,1
11/12/2021,22100183,Golden State Warriors,Chicago Bulls,2021,119,0.484,0.875,0.326,27,47,93,0.436,0.773,0.296,18,38,1
11/12/2021,22100184,Los Angeles Lakers,Minnesota Timberwolves,2021,83,0.354,0.8,0.22,17,44,107,0.457,0.75,0.324,24,54,0
11/11/2021,22100171,Philadelphia 76ers,Toronto Raptors,2021,109,0.455,0.947,0.324,29,39,115,0.438,1,0.424,25,47,0
11/11/2021,22100172,Utah Jazz,Indiana Pacers,2021,100,0.47,0.565,0.281,22,37,111,0.448,0.737,0.355,19,53,0
11/11/2021,22100173,Los Angeles Clippers,Miami Heat,2021,112,0.473,0.882,0.297,20,42,109,0.443,0.824,0.22,18,50,1
11/10/2021,22100158,Cleveland Cavaliers,Washington Wizards,2021,94,0.461,0.714,0.29,21,40,97,0.417,1,0.357,25,49,0
11/10/2021,22100159,Orlando Magic,Brooklyn Nets,2021,90,0.38,0.667,0.121,19,49,123,0.505,0.882,0.432,29,49,0
11/10/2021,22100160,Boston Celtics,Toronto Raptors,2021,104,0.447,0.667,0.345,21,44,88,0.429,0.842,0.24,20,41,1
11/10/2021,22100161,New York Knicks,Milwaukee Bucks,2021,100,0.434,0.706,0.432,19,38,112,0.444,0.667,0.52,29,50,0
11/10/2021,22100162,Houston Rockets,Detroit Pistons,2021,104,0.427,0.647,0.353,17,42,112,0.433,0.667,0.333,23,49,0
11/10/2021,22100163,Chicago Bulls,Dallas Mavericks,2021,117,0.506,0.857,0.484,26,46,107,0.458,0.792,0.364,23,43,1
11/10/2021,22100164,Memphis Grizzlies,Charlotte Hornets,2021,108,0.421,0.6,0.237,27,57,118,0.456,0.875,0.417,32,49,0
11/10/2021,22100165,New Orleans Pelicans,Oklahoma City Thunder,2021,100,0.351,0.719,0.257,24,50,108,0.425,0.8,0.294,23,56,0
11/10/2021,22100166,San Antonio Spurs,Sacramento Kings,2021,136,0.533,0.645,0.563,34,43,117,0.516,0.813,0.278,20,44,1
11/10/2021,22100167,Denver Nuggets,Indiana Pacers,2021,101,0.429,0.85,0.4,19,39,98,0.476,0.636,0.355,22,48,1
11/10/2021,22100168,Phoenix Suns,Portland Trail Blazers,2021,119,0.521,0.833,0.393,27,39,109,0.484,0.875,0.233,24,46,1
11/10/2021,22100169,Golden State Warriors,Minnesota Timberwolves,2021,123,0.471,0.8,0.275,23,53,110,0.411,0.75,0.386,30,40,1
11/10/2021,22100170,Los Angeles Lakers,Miami Heat,2021,120,0.5,0.625,0.474,26,50,117,0.417,0.771,0.27,26,47,1
11/09/2021,22100155,Philadelphia 76ers,Milwaukee Bucks,2021,109,0.408,0.917,0.326,21,46,118,0.463,0.714,0.385,21,52,0
11/09/2021,22100156,Utah Jazz,Atlanta Hawks,2021,110,0.506,0.813,0.395,21,44,98,0.435,0.6,0.514,22,32,1
11/09/2021,22100157,Los Angeles Clippers,Portland Trail Blazers,2021,117,0.518,0.684,0.533,25,43,109,0.473,0.75,0.378,29,43,1
11/08/2021,22100147,Philadelphia 76ers,New York Knicks,2021,96,0.385,0.813,0.325,20,47,103,0.44,0.769,0.325,25,55,0
11/08/2021,22100148,Chicago Bulls,Brooklyn Nets,2021,118,0.469,0.85,0.29,21,56,95,0.395,0.842,0.333,19,42,1
11/08/2021,22100149,Memphis Grizzlies,Minnesota Timberwolves,2021,125,0.5,0.846,0.393,28,51,118,0.423,0.826,0.378,23,45,1
11/08/2021,22100150,Dallas Mavericks,New Orleans Pelicans,2021,108,0.506,0.615,0.4,27,46,92,0.425,0.818,0.265,27,39,1
11/08/2021,22100151,Denver Nuggets,Miami Heat,2021,113,0.462,0.708,0.293,28,49,96,0.397,0.84,0.361,22,37,1
11/08/2021,22100152,Golden State Warriors,Atlanta Hawks,2021,127,0.478,0.955,0.409,31,39,113,0.463,0.769,0.395,21,35,1
11/08/2021,22100153,Sacramento Kings,Phoenix Suns,2021,104,0.451,0.769,0.417,18,46,109,0.473,0.818,0.4,28,38,0
11/08/2021,22100154,Los Angeles Lakers,Charlotte Hornets,2021,126,0.484,0.714,0.406,30,51,123,0.434,0.821,0.333,23,55,1
11/07/2021,22100139,Toronto Raptors,Brooklyn Nets,2021,103,0.471,0.778,0.233,23,35,116,0.513,0.85,0.447,29,48,0
11/07/2021,22100140,New York Knicks,Cleveland Cavaliers,2021,109,0.459,0.917,0.29,21,32,126,0.544,0.818,0.543,31,48,0
11/07/2021,22100141,Orlando Magic,Utah Jazz,2021,107,0.494,0.818,0.375,24,39,100,0.382,0.828,0.19,21,50,1
11/07/2021,22100142,Washington Wizards,Milwaukee Bucks,2021,101,0.506,0.615,0.407,24,42,94,0.394,0.556,0.278,17,49,1
11/07/2021,22100143,Sacramento Kings,Indiana Pacers,2021,91,0.369,0.864,0.294,20,33,94,0.446,0.778,0.24,13,54,0
11/07/2021,22100144,Oklahoma City Thunder,San Antonio Spurs,2021,99,0.372,0.85,0.286,21,57,94,0.41,0.667,0.2,29,46,1
11/07/2021,22100145,Golden State Warriors,Houston Rockets,2021,120,0.518,0.85,0.326,31,41,107,0.456,0.676,0.303,17,42,1
11/07/2021,22100146,Los Angeles Clippers,Charlotte Hornets,2021,120,0.477,0.952,0.375,24,50,106,0.406,0.778,0.303,20,44,1
11/06/2021,22100133,Denver Nuggets,Houston Rockets,2021,95,0.404,0.824,0.225,19,45,94,0.467,0.667,0.286,19,47,1
11/06/2021,22100134,Miami Heat,Utah Jazz,2021,118,0.603,0.765,0.524,30,36,115,0.518,0.737,0.333,26,31,1
11/06/2021,22100135,Chicago Bulls,Philadelphia 76ers,2021,105,0.402,0.8,0.241,20,46,114,0.531,0.789,0.5,22,41,0
11/06/2021,22100136,Dallas Mavericks,Boston Celtics,2021,107,0.526,0.857,0.333,19,40,104,0.488,0.688,0.29,20,36,1
11/06/2021,22100137,Phoenix Suns,Atlanta Hawks,2021,121,0.511,0.81,0.326,26,42,117,0.433,0.87,0.394,18,50,1
11/06/2021,22100138,Portland Trail Blazers,Los Angeles Lakers,2021,105,0.379,0.75,0.273,22,52,90,0.344,0.792,0.281,20,59,1
11/05/2021,22100124,Detroit Pistons,Brooklyn Nets,2021,90,0.379,0.722,0.324,17,44,96,0.45,0.929,0.407,25,45,0
11/05/2021,22100125,Orlando Magic,San Antonio Spurs,2021,89,0.393,0.7,0.293,23,43,102,0.444,0.889,0.316,23,48,0
11/05/2021,22100126,Washington Wizards,Memphis Grizzlies,2021,115,0.583,0.538,0.4,34,53,87,0.354,0.765,0.194,19,39,1
11/05/2021,22100127,Toronto Raptors,Cleveland Cavaliers,2021,101,0.424,0.556,0.444,20,45,102,0.458,0.842,0.333,22,39,0
11/05/2021,22100128,Milwaukee Bucks,New York Knicks,2021,98,0.402,0.762,0.372,19,37,113,0.427,0.808,0.25,16,59,0
11/05/2021,22100129,Minnesota Timberwolves,Los Angeles Clippers,2021,84,0.348,0.714,0.327,17,42,104,0.409,0.813,0.214,18,62,0
11/05/2021,22100130,Golden State Warriors,New Orleans Pelicans,2021,126,0.516,0.857,0.4,36,49,85,0.352,0.75,0.25,23,42,1
11/05/2021,22100131,Portland Trail Blazers,Indiana Pacers,2021,110,0.488,0.867,0.436,27,42,106,0.489,0.6,0.333,28,40,1
11/05/2021,22100132,Sacramento Kings,Charlotte Hornets,2021,140,0.552,0.846,0.5,29,56,110,0.467,0.619,0.314,29,28,1
11/04/2021,22100119,Detroit Pistons,Philadelphia 76ers,2021,98,0.402,0.895,0.306,21,41,109,0.494,0.682,0.375,22,49,0
11/04/2021,22100120,Atlanta Hawks,Utah Jazz,2021,98,0.427,0.808,0.25,18,32,116,0.506,0.739,0.415,30,46,0
11/04/2021,22100121,Miami Heat,Boston Celtics,2021,78,0.346,0.684,0.22,18,45,95,0.397,0.85,0.39,16,46,0
11/04/2021,22100122,Phoenix Suns,Houston Rockets,2021,123,0.473,0.913,0.452,29,46,111,0.432,0.857,0.344,25,43,1
11/04/2021,22100123,Los Angeles Lakers,Oklahoma City Thunder,2021,104,0.415,0.824,0.364,22,49,107,0.425,0.692,0.366,23,50,0
11/03/2021,22100108,Cleveland Cavaliers,Portland Trail Blazers,2021,107,0.527,0.778,0.5,29,43,104,0.444,0.647,0.351,24,39,1
11/03/2021,22100109,Indiana Pacers,New York Knicks,2021,111,0.462,0.786,0.39,26,49,98,0.414,0.778,0.208,23,46,1
11/03/2021,22100110,Orlando Magic,Boston Celtics,2021,79,0.321,0.8,0.209,15,46,92,0.418,0.64,0.27,24,50,0
11/03/2021,22100111,Philadelphia 76ers,Chicago Bulls,2021,103,0.494,0.714,0.429,24,35,98,0.463,0.889,0.286,19,47,1
11/03/2021,22100112,Washington Wizards,Toronto Raptors,2021,100,0.436,0.8,0.25,19,44,109,0.466,0.85,0.4,17,42,0
11/03/2021,22100113,Brooklyn Nets,Atlanta Hawks,2021,117,0.489,0.75,0.458,34,42,108,0.436,0.867,0.371,23,52,1
11/03/2021,22100114,Memphis Grizzlies,Denver Nuggets,2021,108,0.519,0.571,0.471,28,36,106,0.473,0.923,0.296,24,44,1
11/03/2021,22100115,Minnesota Timberwolves,Los Angeles Clippers,2021,115,0.457,0.938,0.35,27,39,126,0.603,0.917,0.583,33,35,0
11/03/2021,22100116,San Antonio Spurs,Dallas Mavericks,2021,108,0.489,0.75,0.333,25,40,109,0.43,0.724,0.235,21,56,0
11/03/2021,22100117,Golden State Warriors,Charlotte Hornets,2021,114,0.488,0.667,0.4,33,53,92,0.374,0.737,0.278,18,49,1
11/03/2021,22100118,Sacramento Kings,New Orleans Pelicans,2021,112,0.525,0.818,0.333,27,37,99,0.43,0.867,0.353,24,40,1
11/02/2021,22100103,Detroit Pistons,Milwaukee Bucks,2021,89,0.323,0.7,0.17,21,43,117,0.5,0.762,0.459,28,52,0
11/02/2021,22100104,Dallas Mavericks,Miami Heat,2021,110,0.44,0.71,0.333,17,41,125,0.518,0.867,0.52,25,45,0
11/02/2021,22100105,Utah Jazz,Sacramento Kings,2021,119,0.439,0.704,0.292,16,59,113,0.452,0.708,0.387,24,38,1
11/02/2021,22100106,Phoenix Suns,New Orleans Pelicans,2021,112,0.524,0.944,0.346,32,42,100,0.396,0.938,0.333,21,43,1
11/02/2021,22100107,Los Angeles Lakers,Houston Rockets,2021,119,0.527,0.75,0.24,26,43,117,0.527,0.417,0.381,27,38,1
11/01/2021,22100094,Charlotte Hornets,Cleveland Cavaliers,2021,110,0.416,0.733,0.385,27,46,113,0.433,0.684,0.321,21,49,0
11/01/2021,22100095,Indiana Pacers,San Antonio Spurs,2021,131,0.571,0.75,0.474,37,39,118,0.528,0.714,0.5,34,36,1
11/01/2021,22100096,Philadelphia 76ers,Portland Trail Blazers,2021,113,0.518,0.875,0.361,34,34,103,0.476,0.611,0.353,21,45,1
11/01/2021,22100097,Atlanta Hawks,Washington Wizards,2021,118,0.458,1,0.382,24,47,111,0.477,1,0.333,27,36,1
11/01/2021,22100098,Boston Celtics,Chicago Bulls,2021,114,0.438,0.75,0.455,20,38,128,0.57,0.944,0.419,30,50,0
11/01/2021,22100099,New York Knicks,Toronto Raptors,2021,104,0.461,0.75,0.421,20,41,113,0.434,0.929,0.333,24,48,0
11/01/2021,22100100,Memphis Grizzlies,Denver Nuggets,2021,106,0.454,0.714,0.382,20,55,97,0.443,0.667,0.237,27,40,1
11/01/2021,22100101,Minnesota Timberwolves,Orlando Magic,2021,97,0.371,0.579,0.275,21,47,115,0.451,0.8,0.395,21,51,0
11/01/2021,22100102,Los Angeles Clippers,Oklahoma City Thunder,2021,99,0.38,0.737,0.357,18,51,94,0.389,0.813,0.297,17,51,1
10/31/2021,22100089,Dallas Mavericks,Sacramento Kings,2021,105,0.444,0.65,0.324,24,45,99,0.396,0.8,0.194,20,56,1
10/31/2021,22100090,Charlotte Hornets,Portland Trail Blazers,2021,125,0.517,0.619,0.476,36,44,113,0.443,0.909,0.315,30,47,1
10/31/2021,22100091,Milwaukee Bucks,Utah Jazz,2021,95,0.406,0.833,0.293,16,44,107,0.467,0.926,0.324,13,44,0
10/31/2021,22100092,Brooklyn Nets,Detroit Pistons,2021,117,0.653,0.625,0.52,30,41,91,0.405,0.682,0.364,21,29,1
10/31/2021,22100093,Los Angeles Lakers,Houston Rockets,2021,95,0.406,0.615,0.29,22,43,85,0.421,0.517,0.214,18,55,1
10/30/2021,22100078,Washington Wizards,Boston Celtics,2021,115,0.365,0.806,0.278,19,62,112,0.411,0.88,0.077,23,54,1
10/30/2021,22100079,Detroit Pistons,Orlando Magic,2021,110,0.404,0.8,0.326,26,48,103,0.437,0.733,0.5,21,46,1
10/30/2021,22100080,New Orleans Pelicans,New York Knicks,2021,117,0.457,0.917,0.333,30,43,123,0.519,0.8,0.576,22,37,0
10/30/2021,22100081,Indiana Pacers,Toronto Raptors,2021,94,0.432,0.688,0.302,25,40,97,0.424,0.667,0.344,18,48,0
10/30/2021,22100082,Philadelphia 76ers,Atlanta Hawks,2021,122,0.535,0.947,0.316,24,37,94,0.379,0.737,0.364,24,49,1
10/30/2021,22100083,Chicago Bulls,Utah Jazz,2021,107,0.429,0.8,0.238,16,45,99,0.38,0.947,0.289,15,54,1
10/30/2021,22100084,Memphis Grizzlies,Miami Heat,2021,103,0.386,0.905,0.32,26,32,129,0.523,0.842,0.568,31,50,0
10/30/2021,22100085,Milwaukee Bucks,San Antonio Spurs,2021,93,0.404,0.688,0.256,20,52,102,0.411,0.708,0.226,28,49,0
10/30/2021,22100086,Golden State Warriors,Oklahoma City Thunder,2021,103,0.424,0.5,0.389,30,56,82,0.349,0.762,0.205,14,45,1
10/30/2021,22100087,Minnesota Timberwolves,Denver Nuggets,2021,91,0.393,0.889,0.317,21,46,93,0.409,0.75,0.243,24,48,0
10/30/2021,22100088,Phoenix Suns,Cleveland Cavaliers,2021,101,0.464,0.63,0.231,27,52,92,0.396,0.857,0.318,21,47,1
10/29/2021,22100071,Toronto Raptors,Orlando Magic,2021,110,0.5,0.682,0.3,18,40,109,0.471,0.688,0.471,24,46,1
10/29/2021,22100072,Brooklyn Nets,Indiana Pacers,2021,105,0.447,0.756,0.231,20,50,98,0.398,0.696,0.276,20,46,1
10/29/2021,22100073,Miami Heat,Charlotte Hornets,2021,114,0.473,1,0.257,23,60,99,0.389,0.727,0.351,21,37,1
10/29/2021,22100074,New Orleans Pelicans,Sacramento Kings,2021,109,0.429,0.64,0.265,18,49,113,0.5,0.96,0.333,19,45,0
10/29/2021,22100075,Denver Nuggets,Dallas Mavericks,2021,106,0.518,0.692,0.306,28,51,75,0.295,0.778,0.216,14,36,1
10/29/2021,22100076,Portland Trail Blazers,Los Angeles Clippers,2021,111,0.418,0.625,0.463,21,63,92,0.391,0.563,0.357,17,43,1
10/29/2021,22100077,Los Angeles Lakers,Cleveland Cavaliers,2021,113,0.548,0.9,0.444,24,42,101,0.425,0.682,0.353,28,36,1
10/28/2021,22100065,Philadelphia 76ers,Detroit Pistons,2021,110,0.5,0.917,0.444,22,46,102,0.407,0.704,0.333,22,37,1
10/28/2021,22100066,Washington Wizards,Atlanta Hawks,2021,122,0.465,0.81,0.382,26,51,111,0.545,0.643,0.286,26,43,1
10/28/2021,22100067,Chicago Bulls,New York Knicks,2021,103,0.429,0.909,0.344,25,37,104,0.459,0.75,0.379,16,49,0
10/28/2021,22100068,Houston Rockets,Utah Jazz,2021,91,0.326,0.87,0.205,15,41,122,0.482,0.8,0.348,24,58,0
10/28/2021,22100069,Dallas Mavericks,San Antonio Spurs,2021,104,0.461,0.308,0.4,18,45,99,0.443,0.6,0.4,21,48,1
10/28/2021,22100070,Golden State Warriors,Memphis Grizzlies,2021,101,0.433,0.75,0.35,29,48,104,0.402,1,0.25,25,51,0
10/27/2021,22100055,Orlando Magic,Charlotte Hornets,2021,111,0.489,0.769,0.375,22,33,120,0.518,0.833,0.467,22,40,0
10/27/2021,22100056,Boston Celtics,Washington Wizards,2021,107,0.435,0.821,0.345,18,37,116,0.512,0.724,0.36,18,47,0
10/27/2021,22100057,Brooklyn Nets,Miami Heat,2021,93,0.388,0.929,0.326,21,42,106,0.396,0.846,0.276,21,62,0
10/27/2021,22100058,Toronto Raptors,Indiana Pacers,2021,118,0.46,0.632,0.467,22,41,100,0.481,0.824,0.345,19,40,1
10/27/2021,22100059,New Orleans Pelicans,Atlanta Hawks,2021,99,0.43,0.889,0.306,24,44,102,0.417,0.824,0.267,21,55,0
10/27/2021,22100060,Milwaukee Bucks,Minnesota Timberwolves,2021,108,0.411,0.762,0.275,22,43,113,0.473,0.824,0.289,29,49,0
10/27/2021,22100061,Oklahoma City Thunder,Los Angeles Lakers,2021,123,0.5,0.759,0.405,21,42,115,0.5,0.857,0.314,29,40,1
10/27/2021,22100062,Phoenix Suns,Sacramento Kings,2021,107,0.452,0.708,0.273,23,56,110,0.442,0.733,0.395,28,40,0
10/27/2021,22100063,Portland Trail Blazers,Memphis Grizzlies,2021,116,0.464,0.742,0.417,22,48,96,0.365,0.474,0.34,27,50,1
10/27/2021,22100064,Los Angeles Clippers,Cleveland Cavaliers,2021,79,0.356,0.615,0.22,19,36,92,0.407,0.852,0.15,12,57,0
10/26/2021,22100050,New York Knicks,Philadelphia 76ers,2021,112,0.471,0.933,0.432,24,45,99,0.439,0.882,0.293,24,40,1
10/26/2021,22100051,Oklahoma City Thunder,Golden State Warriors,2021,98,0.419,0.824,0.353,19,42,106,0.47,0.778,0.35,30,46,0
10/26/2021,22100052,Dallas Mavericks,Houston Rockets,2021,116,0.462,0.72,0.279,25,50,106,0.419,0.692,0.41,24,49,1
10/26/2021,22100053,San Antonio Spurs,Los Angeles Lakers,2021,121,0.444,0.545,0.361,33,59,125,0.476,0.773,0.267,20,56,0
10/26/2021,22100054,Utah Jazz,Denver Nuggets,2021,122,0.518,0.759,0.308,20,41,110,0.506,0.667,0.357,19,35,1
10/25/2021,22100041,Charlotte Hornets,Boston Celtics,2021,129,0.447,0.643,0.432,26,52,140,0.495,0.84,0.38,33,53,0
10/25/2021,22100042,Indiana Pacers,Milwaukee Bucks,2021,109,0.444,0.882,0.389,23,47,119,0.482,0.839,0.344,24,42,0
10/25/2021,22100043,Atlanta Hawks,Detroit Pistons,2021,122,0.511,0.857,0.375,24,49,104,0.44,0.833,0.273,26,36,1
10/25/2021,22100044,Brooklyn Nets,Washington Wizards,2021,104,0.426,0.824,0.286,23,54,90,0.347,0.75,0.231,16,53,1
10/25/2021,22100045,Miami Heat,Orlando Magic,2021,107,0.471,1,0.222,28,42,90,0.407,0.632,0.273,21,39,1
10/25/2021,22100046,Toronto Raptors,Chicago Bulls,2021,108,0.482,0.8,0.4,27,47,111,0.481,0.955,0.444,24,29,0
10/25/2021,22100047,Minnesota Timberwolves,New Orleans Pelicans,2021,98,0.344,0.778,0.3,20,41,107,0.448,0.826,0.333,19,60,0
10/25/2021,22100048,Denver Nuggets,Cleveland Cavaliers,2021,87,0.407,0.667,0.237,21,47,99,0.463,0.8,0.28,26,49,0
10/25/2021,22100049,Los Angeles Clippers,Portland Trail Blazers,2021,116,0.473,0.737,0.326,37,43,86,0.376,0.778,0.216,15,47,1
10/24/2021,22100035,Brooklyn Nets,Charlotte Hornets,2021,95,0.437,0.833,0.257,18,44,111,0.457,0.789,0.333,26,48,0
10/24/2021,22100036,New York Knicks,Orlando Magic,2021,104,0.37,0.68,0.271,20,52,110,0.409,0.765,0.279,22,57,0
10/24/2021,22100037,Houston Rockets,Boston Celtics,2021,97,0.427,0.792,0.438,20,40,107,0.442,0.8,0.319,22,43,0
10/24/2021,22100038,Oklahoma City Thunder,Philadelphia 76ers,2021,103,0.476,0.789,0.258,24,42,115,0.466,0.8,0.415,25,47,0
10/24/2021,22100039,Sacramento Kings,Golden State Warriors,2021,107,0.488,0.615,0.326,26,47,119,0.443,0.833,0.351,26,43,0
10/24/2021,22100040,Los Angeles Lakers,Memphis Grizzlies,2021,121,0.536,0.682,0.533,29,36,118,0.45,0.833,0.371,25,49,1
10/23/2021,22100027,Cleveland Cavaliers,Atlanta Hawks,2021,101,0.416,0.741,0.25,23,54,95,0.384,0.6,0.294,20,54,1
10/23/2021,22100028,Indiana Pacers,Miami Heat,2021,102,0.392,0.762,0.256,18,55,91,0.385,0.857,0.273,18,55,1
10/23/2021,22100029,Toronto Raptors,Dallas Mavericks,2021,95,0.4,0.696,0.297,17,49,103,0.418,0.722,0.333,24,50,0
10/23/2021,22100030,Chicago Bulls,Detroit Pistons,2021,97,0.417,0.842,0.423,24,42,82,0.386,0.6,0.179,14,53,1
10/23/2021,22100031,Minnesota Timberwolves,New Orleans Pelicans,2021,96,0.406,0.6,0.316,22,47,89,0.348,0.783,0.225,15,61,1
