HOME_TEAM_NAME,AWAY_TEAM_NAME,FG_PCT_DIFF,FG3_PCT_DIFF,FT_PCT_DIFF,REB_DIFF,AST_DIFF,STL_DIFF,BLK_DIFF,TO_DIFF,PF_DIFF,HOME_TEAM_WIN
Atlanta Hawks,Boston Celtics,0.006146341463414634,0.018780487804878048,0.004878048780487807,2.4390243902439024,0.21951219512195122,-0.9512195121951219,0.1951219512195122,1.0,-1.2926829268292683,0.6097560975609756
Atlanta Hawks,Brooklyn Nets,0.019400000000000004,-0.030600000000000006,-0.0022857142857142855,1.3142857142857143,1.8857142857142857,0.8571428571428571,0.6285714285714286,-0.6,-1.0571428571428572,0.5714285714285714
Atlanta Hawks,Charlotte Hornets,0.04092307692307692,0.016256410256410253,0.02871794871794874,2.0256410256410255,2.9743589743589745,-0.1282051282051282,0.48717948717948717,1.0256410256410255,0.46153846153846156,0.717948717948718
Atlanta Hawks,Chicago Bulls,0.0019166666666666657,0.004750000000000006,-0.0019444444444444476,-0.4722222222222222,0.19444444444444445,0.5,0.9166666666666666,0.2777777777777778,0.19444444444444445,0.5
Atlanta Hawks,Cleveland Cavaliers,0.011578947368421053,-0.037921052631578946,0.03157894736842106,-3.6842105263157894,1.2105263157894737,-0.10526315789473684,0.3684210526315789,-0.6578947368421053,0.5263157894736842,0.42105263157894735
Atlanta Hawks,Dallas Mavericks,0.01875,-0.009350000000000006,-0.049999999999999996,1.35,2.2,0.5,-0.75,0.25,-1.85,0.65
Atlanta Hawks,Denver Nuggets,0.01764705882352941,0.039411764705882354,0.04176470588235295,-0.47058823529411764,3.3529411764705883,-0.35294117647058826,1.2352941176470589,-1.2941176470588236,-0.35294117647058826,0.7058823529411765
Atlanta Hawks,Detroit Pistons,0.007342857142857143,-0.033742857142857144,0.028285714285714292,-1.6857142857142857,1.8571428571428572,-0.4,-0.45714285714285713,0.3142857142857143,-1.2,0.5428571428571428
Atlanta Hawks,Golden State Warriors,-0.008611111111111111,-0.012555555555555535,0.007222222222222225,0.4444444444444444,-3.3333333333333335,-0.8333333333333334,-0.6666666666666666,0.3333333333333333,-2.611111111111111,0.4444444444444444
Atlanta Hawks,Houston Rockets,0.027823529411764705,-0.009176470588235293,-0.0029411764705882405,-1.7058823529411764,2.588235294117647,0.23529411764705882,1.7058823529411764,-0.7647058823529411,0.29411764705882354,0.5882352941176471
Atlanta Hawks,Indiana Pacers,0.015724999999999996,0.023049999999999994,-0.009249999999999994,0.5,2.525,0.775,0.45,-0.6,-0.225,0.6
Atlanta Hawks,Los Angeles Clippers,-0.01383333333333333,0.0034999999999999944,0.07055555555555555,-0.2777777777777778,0.8888888888888888,-1.1666666666666667,-1.0,-0.4444444444444444,1.5,0.5555555555555556
Atlanta Hawks,Los Angeles Lakers,-0.008882352941176468,0.01076470588235294,0.05352941176470588,-0.5294117647058824,1.411764705882353,-0.8823529411764706,-0.8823529411764706,-0.11764705882352941,-0.058823529411764705,0.5294117647058824
Atlanta Hawks,Memphis Grizzlies,-0.0014545454545454547,0.004999999999999999,-0.024090909090909086,-1.3636363636363635,1.6818181818181819,-0.3181818181818182,0.5454545454545454,-0.8636363636363636,-0.18181818181818182,0.5
Atlanta Hawks,Miami Heat,-0.015795454545454543,-0.03461363636363635,0.023636363636363636,-0.8636363636363636,0.5227272727272727,0.8636363636363636,-0.5681818181818182,-0.9545454545454546,-0.9090909090909091,0.5227272727272727
Atlanta Hawks,Milwaukee Bucks,0.01976315789473683,0.030578947368421063,0.020263157894736844,0.10526315789473684,1.8157894736842106,-0.6052631578947368,1.1578947368421053,0.8947368421052632,0.05263157894736842,0.6052631578947368
Atlanta Hawks,Minnesota Timberwolves,0.016210526315789474,0.010368421052631582,0.0026315789473684206,1.5263157894736843,3.0,0.0,1.0,-0.3157894736842105,-0.7894736842105263,0.8421052631578947
Atlanta Hawks,New Orleans Pelicans,0.02083333333333333,0.02158333333333332,-0.01916666666666667,0.625,1.6666666666666667,-1.0,0.75,0.9583333333333334,0.75,0.6666666666666666
Atlanta Hawks,New York Knicks,-0.00681818181818182,-0.008272727272727274,-0.004545454545454545,0.696969696969697,1.0606060606060606,-1.0,0.09090909090909091,-0.7575757575757576,-2.090909090909091,0.5151515151515151
Atlanta Hawks,Oklahoma City Thunder,0.004999999999999999,-0.027352941176470597,-0.02176470588235294,0.29411764705882354,2.7058823529411766,-0.058823529411764705,-0.9411764705882353,1.0588235294117647,0.9411764705882353,0.35294117647058826
Atlanta Hawks,Orlando Magic,-0.0035744680851063815,0.022680851063829787,0.01340425531914894,-0.1702127659574468,2.382978723404255,-1.0,-0.851063829787234,1.3191489361702127,0.3191489361702128,0.5531914893617021
Atlanta Hawks,Philadelphia 76ers,-0.004441176470588236,-0.030382352941176475,-0.02147058823529413,1.1470588235294117,1.588235294117647,-0.7058823529411765,-0.5882352941176471,-1.0588235294117647,-0.5588235294117647,0.6176470588235294
Atlanta Hawks,Phoenix Suns,0.0030000000000000014,-0.0027368421052631603,0.05052631578947369,4.842105263157895,-0.10526315789473684,-0.8947368421052632,0.8947368421052632,0.8947368421052632,1.263157894736842,0.5263157894736842
Atlanta Hawks,Portland Trail Blazers,-0.009631578947368418,-0.0057894736842105336,-0.02157894736842106,-2.6842105263157894,1.8421052631578947,1.0,-0.10526315789473684,-2.1052631578947367,-0.7894736842105263,0.47368421052631576
Atlanta Hawks,Sacramento Kings,0.050647058823529406,0.03288235294117648,-0.07705882352941176,2.7058823529411766,3.6470588235294117,-0.6470588235294118,2.7058823529411766,0.4117647058823529,0.0,0.7058823529411765
